0.1,0.56,0.25,4.09
2.25,0.23,0.64,1.88
1.39,1.17,0.3,2.14
1.05,1.52,1.73,0.7
1.59,0.97,1.6,0.84
0.67,1.39,0.62,2.32
0.83,2.6,1.01,0.56
2.14,1.87,0.8,0.19
1.01,0.86,0.65,2.48
1.84,0.93,1.82,0.41
1.8,1.54,0.47,1.19
0.83,2.18,1.65,0.34
0.61,2.01,0.05,2.33
1.95,0.68,1.79,0.58
0.59,2.75,0.35,1.31
2.12,1.8,0.57,0.51
1.03,0.5,0.95,2.52
2.37,1.7,0.91,0.02
2.47,1.5,0.65,0.38
1.97,1.69,0.83,0.51
1.9,0.75,0.77,1.58
0.18,1.61,1.78,1.43
0.98,0.01,0.01,4.0
0.89,1.82,0.7,1.59
0.67,1.24,1.95,1.14
0.25,1.71,0.22,2.82
1.7,0.56,0.64,2.1
0.53,0.59,1.1,2.78
2.22,1.52,0.51,0.75
0.47,2.03,0.49,2.01
0.27,1.17,2.24,1.32
0.28,0.2,0.1,4.42
1.13,0.01,2.28,1.58
1.29,1.2,1.85,0.66
0.91,0.72,0.36,3.01
1.36,0.57,1.72,1.35
0.12,2.71,1.12,1.05
0.52,0.09,2.91,1.48
0.25,2.81,1.77,0.17
0.51,2.28,0.58,1.63
0.67,0.34,0.05,3.94
1.1,0.06,3.46,0.38
0.63,1.1,2.33,0.94
1.35,0.38,0.58,2.69
2.02,0.04,0.95,1.99
2.44,0.66,0.81,1.09
1.24,0.4,2.29,1.07
0.34,1.37,0.07,3.22
1.82,1.84,0.84,0.5
2.0,0.66,0.74,1.6
1.77,0.01,1.69,1.53
2.2,1.32,0.55,0.93
1.06,1.71,1.4,0.83
2.16,0.99,0.05,1.8
1.6,0.91,0.16,2.33
1.27,0.64,1.25,1.84
1.23,0.65,2.84,0.28
0.59,2.4,1.79,0.22
0.1,1.62,0.28,3.0
1.15,1.69,0.51,1.65
0.49,0.16,0.03,4.32
0.13,1.3,1.32,2.25
0.6,1.4,0.52,2.48
2.35,1.17,0.04,1.44
2.48,0.46,1.08,0.98
0.36,1.83,0.92,1.89
1.04,1.46,1.62,0.88
2.19,1.1,0.03,1.68
1.93,0.27,2.6,0.2
1.78,0.36,2.54,0.32
2.11,1.72,0.49,0.68
1.19,1.39,1.95,0.47
1.61,0.54,0.01,2.84
0.28,0.03,4.54,0.15
1.13,1.06,0.98,1.83
1.38,0.5,2.39,0.73
0.21,1.63,1.1,2.06
2.02,1.67,1.18,0.13
2.34,0.58,0.59,1.49
1.69,0.26,0.29,2.76
1.6,0.57,2.0,0.83
0.06,2.43,1.45,1.06
2.24,0.49,0.57,1.7
2.32,1.11,0.8,0.77
0.06,0.04,0.92,3.98
1.21,1.49,1.61,0.69
1.99,0.77,1.93,0.31
1.5,0.62,1.62,1.26
0.44,2.35,2.03,0.18
0.03,1.54,2.29,1.14
0.2,0.53,1.1,3.17
0.67,1.57,0.15,2.61
0.89,0.1,2.09,1.92
0.82,1.66,2.14,0.38
0.93,0.78,2.23,1.06
2.49,0.23,1.29,0.99
0.85,1.82,0.52,1.81
0.21,1.9,1.18,1.71
1.43,0.87,1.82,0.88
0.4,3.06,0.12,1.42
