1.07,0.16,0.9,2.87
1.41,1.38 ,2.11 ,0.10 
0.82,0.95 ,2.26 ,0.97 
0.49,0.15 ,0.44 ,3.92 
1.72,0.10 ,2.98 ,0.20 
1.89,0.64 ,0.59 ,1.88 
2.07,0.53 ,0.72 ,1.68 
0.2,0.32 ,3.24 ,1.24 
2.08,1.64 ,0.13 ,1.15 
2.25,1.50 ,1.13 ,0.12 
1.93,0.29 ,0.36 ,2.42 
0.44,2.16 ,0.81 ,1.59 
1.53,1.22 ,1.97 ,0.28 
0.55,0.90 ,0.93 ,2.62 
1.89,0.10 ,2.58 ,0.43 
1.52,1.41 ,0.98 ,1.09 
1.72,0.15 ,2.34 ,0.79 
0.95,0.54 ,1.19 ,2.32 
1.1,1.17 ,0.15 ,2.58 
1.32,1.82 ,0.09 ,1.77 
1.8,0.95 ,0.91 ,1.34 
1.86,1.85 ,0.09 ,1.20 
1.14,2.36 ,0.22 ,1.28 
0.47,2.05 ,0.83 ,1.65 
1.11,2.07 ,1.51 ,0.31 
1.67,1.38 ,0.60 ,1.35 
1.72,1.24 ,2.02 ,0.02 
2.14,0.27 ,0.22 ,2.37 
1.78,1.37 ,1.62 ,0.23 
0.67,2.52 ,0.81 ,1.00 
1.17,2.32 ,1.00 ,0.51 
1.93,0.54 ,0.12 ,2.41 
2.32,0.67 ,1.18 ,0.83 
0.47,2.69 ,1.37 ,0.47 
0.63,2.43 ,1.44 ,0.50 
1.83,0.10 ,1.42 ,1.65 
1.47,1.88 ,0.68 ,0.97 
1.85,0.68 ,1.85 ,0.62 
1.75,0.60 ,0.97 ,1.68 
1.2,0.58 ,3.05 ,0.17 
0.25,0.83 ,0.44 ,3.48 
2.49,0.83 ,0.78 ,0.90 
1.4,0.72 ,2.17 ,0.71 
1.77,1.23 ,0.63 ,1.37 
0.12,1.33 ,1.70 ,1.85 
0.26,1.02 ,1.24 ,2.48 
2.01,0.67 ,0.54 ,1.78 
2.45,0.92 ,0.88 ,0.75 
1.18,0.53 ,0.17 ,3.12 
1.46,1.56 ,0.09 ,1.89 
0.69,1.17 ,2.31 ,0.83 
1.92,2.00 ,0.91 ,0.17 
0.64,2.31 ,0.30 ,1.75 
0.46,2.23 ,1.69 ,0.62 
1.16,1.77 ,1.53 ,0.54 
0.38,0.54 ,1.94 ,2.14 
2.24,1.75 ,0.55 ,0.46 
1.89,1.32 ,0.99 ,0.80 
1.43,2.37 ,0.42 ,0.78 
1.26,2.43 ,0.06 ,1.25 
0.9,1.13 ,1.99 ,0.98 
1.95,1.88 ,0.71 ,0.46 
1.35,1.05 ,0.59 ,2.01 
1.32,0.94 ,0.36 ,2.38 
0.27,0.98 ,3.47 ,0.28 
2.27,1.17 ,1.42 ,0.14 
0.6,0.74 ,3.49 ,0.17 
0.12,0.17 ,1.14 ,3.57 
1.11,2.54 ,0.37 ,0.98 
1.54,0.48 ,2.74 ,0.24 
1.16,0.28 ,0.69 ,2.87 
0.75,1.69 ,1.77 ,0.79 
0.76,0.75 ,0.17 ,3.32 
2.45,0.08 ,1.54 ,0.93 
1.73,0.10 ,0.15 ,3.02 
1.51,1.51 ,1.63 ,0.35 
1.07,2.47 ,0.07 ,1.39 
2.1,1.19 ,1.08 ,0.63 
0.86,1.31 ,2.00 ,0.83 
0.92,1.57 ,1.25 ,1.26 
1.84,1.51 ,0.14 ,1.51 
0.81,0.35 ,0.78 ,3.06 
0.12,0.40 ,2.78 ,1.70 
0.84,2.48 ,1.48 ,0.20 
0.19,1.61 ,0.16 ,3.04 
0.54,1.68 ,0.13 ,2.65 
0.24,2.74 ,1.32 ,0.70 
0.77,2.28 ,0.24 ,1.71 
2.42,0.45 ,1.35 ,0.78 
1.13,1.58 ,1.08 ,1.21 
0.92,1.99 ,1.20 ,0.89 
1.06,2.03 ,1.30 ,0.61 
0.93,1.14 ,0.55 ,2.38 
1.82,1.43 ,0.80 ,0.95 
1.13,1.43 ,0.12 ,2.32 
1.67,1.28 ,1.59 ,0.46 
2.46,1.41 ,1.02 ,0.11 
2.17,0.10 ,2.55 ,0.18 
1.16,0.12 ,2.80 ,0.92 
1.72,0.43 ,2.58 ,0.27 
